var,geo,group,t,n
regin,COL,Asia,2022 Aug,6364
regin,COL,Europe,2022 Aug,52973
regin,COL,Africa,2022 Aug,464
regin,COL,Other Americas,2022 Aug,41582
regin,COL,Argentina,2022 Aug,9191
regin,COL,Oceania,2022 Aug,1132
regin,COL,Brazil,2022 Aug,10614
regin,COL,Canada,2022 Aug,5173
regin,COL,Cuba,2022 Aug,631
regin,COL,Unknown,2022 Aug,136
regin,COL,Ecuador,2022 Aug,29440
regin,COL,El Salvador,2022 Aug,2798
regin,COL,United States,2022 Aug,82650
regin,COL,Guatemala,2022 Aug,2402
regin,COL,Haiti,2022 Aug,40
regin,COL,Honduras,2022 Aug,1566
regin,COL,Mexico,2022 Aug,23667
regin,COL,Nicaragua,2022 Aug,321
regin,COL,Panama,2022 Aug,11415
regin,COL,Dominican Republic,2022 Aug,10694
regin,COL,Bolivarian Republic of Venezuela,2022 Aug,40146
regin,COL,Asia,2022 Sep,6767
regin,COL,Europe,2022 Sep,39503
regin,COL,Africa,2022 Sep,415
regin,COL,Other Americas,2022 Sep,41554
regin,COL,Argentina,2022 Sep,8681
regin,COL,Oceania,2022 Sep,1062
regin,COL,Brazil,2022 Sep,9528
regin,COL,Canada,2022 Sep,4336
regin,COL,Cuba,2022 Sep,554
regin,COL,Unknown,2022 Sep,185
regin,COL,Ecuador,2022 Sep,25680
regin,COL,El Salvador,2022 Sep,2838
regin,COL,United States,2022 Sep,68693
regin,COL,Guatemala,2022 Sep,2724
regin,COL,Haiti,2022 Sep,31
regin,COL,Honduras,2022 Sep,1890
regin,COL,Mexico,2022 Sep,24418
regin,COL,Nicaragua,2022 Sep,457
regin,COL,Panama,2022 Sep,13717
regin,COL,Dominican Republic,2022 Sep,7618
regin,COL,Bolivarian Republic of Venezuela,2022 Sep,39979
regin,COL,Asia,2022 Oct,7053
regin,COL,Europe,2022 Oct,43897
regin,COL,Other Americas,2022 Oct,42562
regin,COL,Africa,2022 Oct,635
regin,COL,Argentina,2022 Oct,9623
regin,COL,Oceania,2022 Oct,1269
regin,COL,Brazil,2022 Oct,11033
regin,COL,Canada,2022 Oct,4814
regin,COL,Cuba,2022 Oct,475
regin,COL,Unknown,2022 Oct,227
regin,COL,Ecuador,2022 Oct,24942
regin,COL,El Salvador,2022 Oct,2160
regin,COL,United States,2022 Oct,68636
regin,COL,Guatemala,2022 Oct,2317
regin,COL,Haiti,2022 Oct,33
regin,COL,Honduras,2022 Oct,2193
regin,COL,Mexico,2022 Oct,20825
regin,COL,Nicaragua,2022 Oct,371
regin,COL,Panama,2022 Oct,12294
regin,COL,Dominican Republic,2022 Oct,7838
regin,COL,Bolivarian Republic of Venezuela,2022 Oct,40368
regin,COL,Asia,2022 Nov,6920
regin,COL,Europe,2022 Nov,47476
regin,COL,Africa,2022 Nov,592
regin,COL,Other Americas,2022 Nov,41804
regin,COL,Argentina,2022 Nov,9538
regin,COL,Oceania,2022 Nov,1528
regin,COL,Brazil,2022 Nov,9817
regin,COL,Canada,2022 Nov,6739
regin,COL,Cuba,2022 Nov,550
regin,COL,Unknown,2022 Nov,214
regin,COL,Ecuador,2022 Nov,31735
regin,COL,El Salvador,2022 Nov,2653
regin,COL,United States,2022 Nov,79358
regin,COL,Guatemala,2022 Nov,2942
regin,COL,Haiti,2022 Nov,28
regin,COL,Honduras,2022 Nov,1531
regin,COL,Mexico,2022 Nov,22625
regin,COL,Nicaragua,2022 Nov,330
regin,COL,Panama,2022 Nov,16829
regin,COL,Dominican Republic,2022 Nov,9322
regin,COL,Bolivarian Republic of Venezuela,2022 Nov,41245
regin,COL,Asia,2022 Dec,8044
regin,COL,Europe,2022 Dec,59644
regin,COL,Africa,2022 Dec,588
regin,COL,Other Americas,2022 Dec,40823
regin,COL,Argentina,2022 Dec,8104
regin,COL,Oceania,2022 Dec,2896
regin,COL,Brazil,2022 Dec,9686
regin,COL,Canada,2022 Dec,10168
regin,COL,Cuba,2022 Dec,621
regin,COL,Unknown,2022 Dec,131
regin,COL,Ecuador,2022 Dec,27448
regin,COL,El Salvador,2022 Dec,2256
regin,COL,United States,2022 Dec,97062
regin,COL,Guatemala,2022 Dec,2855
regin,COL,Haiti,2022 Dec,34
regin,COL,Honduras,2022 Dec,1145
regin,COL,Mexico,2022 Dec,23941
regin,COL,Nicaragua,2022 Dec,290
regin,COL,Panama,2022 Dec,14962
regin,COL,Dominican Republic,2022 Dec,9101
regin,COL,Bolivarian Republic of Venezuela,2022 Dec,50974
regin,CRI,Asia,2022 Jan,3292
regin,CRI,Africa,2022 Jan,327
regin,CRI,Europe,2022 Jan,45821
regin,CRI,Argentina,2022 Jan,2521
regin,CRI,Other Americas,2022 Jan,3705
regin,CRI,Oceania,2022 Jan,496
regin,CRI,Brazil,2022 Jan,1637
regin,CRI,Canada,2022 Jan,19431
regin,CRI,Colombia,2022 Jan,3229
regin,CRI,Cuba,2022 Jan,94
regin,CRI,Dominican Republic,2022 Jan,239
regin,CRI,Ecuador,2022 Jan,355
regin,CRI,Guatemala,2022 Jan,3819
regin,CRI,Honduras,2022 Jan,2288
regin,CRI,Haiti,2022 Jan,23
regin,CRI,Mexico,2022 Jan,3683
regin,CRI,Nicaragua,2022 Jan,22042
regin,CRI,Panama,2022 Jan,7408
regin,CRI,El Salvador,2022 Jan,4717
regin,CRI,United States,2022 Jan,109905
regin,CRI,Bolivarian Republic of Venezuela,2022 Jan,1892
regin,CRI,Asia,2022 Feb,3252
regin,CRI,Africa,2022 Feb,275
regin,CRI,Europe,2022 Feb,47956
regin,CRI,Argentina,2022 Feb,1732
regin,CRI,Other Americas,2022 Feb,3610
regin,CRI,Oceania,2022 Feb,444
regin,CRI,Brazil,2022 Feb,1148
regin,CRI,Canada,2022 Feb,22864
regin,CRI,Colombia,2022 Feb,2397
regin,CRI,Cuba,2022 Feb,92
regin,CRI,Dominican Republic,2022 Feb,294
regin,CRI,Ecuador,2022 Feb,243
regin,CRI,Guatemala,2022 Feb,3560
regin,CRI,Honduras,2022 Feb,1746
regin,CRI,Haiti,2022 Feb,32
regin,CRI,Mexico,2022 Feb,3670
regin,CRI,Nicaragua,2022 Feb,12949
regin,CRI,Panama,2022 Feb,6013
regin,CRI,El Salvador,2022 Feb,4148
regin,CRI,United States,2022 Feb,116405
regin,CRI,Bolivarian Republic of Venezuela,2022 Feb,1730
regin,CRI,Asia,2022 Mar,3842
regin,CRI,Africa,2022 Mar,355
regin,CRI,Europe,2022 Mar,49011
regin,CRI,Argentina,2022 Mar,1661
regin,CRI,Other Americas,2022 Mar,3239
regin,CRI,Oceania,2022 Mar,583
regin,CRI,Brazil,2022 Mar,1450
regin,CRI,Canada,2022 Mar,27789
regin,CRI,Colombia,2022 Mar,2636
regin,CRI,Cuba,2022 Mar,86
regin,CRI,Dominican Republic,2022 Mar,358
regin,CRI,Ecuador,2022 Mar,353
regin,CRI,Guatemala,2022 Mar,5367
regin,CRI,Honduras,2022 Mar,3897
regin,CRI,Haiti,2022 Mar,26
regin,CRI,Mexico,2022 Mar,4680
regin,CRI,Nicaragua,2022 Mar,14207
regin,CRI,Panama,2022 Mar,5794
regin,CRI,El Salvador,2022 Mar,6389
regin,CRI,United States,2022 Mar,147110
regin,CRI,Bolivarian Republic of Venezuela,2022 Mar,608
regin,CRI,Europe,2022 Apr,46861
regin,CRI,Asia,2022 Apr,4717
regin,CRI,Argentina,2022 Apr,1729
regin,CRI,Other Americas,2022 Apr,3645
regin,CRI,Oceania,2022 Apr,672
regin,CRI,Brazil,2022 Apr,1519
regin,CRI,Africa,2022 Apr,289
regin,CRI,Canada,2022 Apr,19439
regin,CRI,Colombia,2022 Apr,3463
regin,CRI,Cuba,2022 Apr,59
regin,CRI,Dominican Republic,2022 Apr,399
regin,CRI,Ecuador,2022 Apr,419
regin,CRI,Guatemala,2022 Apr,5026
regin,CRI,Honduras,2022 Apr,2149
regin,CRI,Haiti,2022 Apr,42
regin,CRI,Mexico,2022 Apr,5889
regin,CRI,Nicaragua,2022 Apr,16228
regin,CRI,Panama,2022 Apr,5646
regin,CRI,El Salvador,2022 Apr,5248
regin,CRI,United States,2022 Apr,127427
regin,CRI,Bolivarian Republic of Venezuela,2022 Apr,709
regin,CRI,Africa,2022 May,415
regin,CRI,Europe,2022 May,28453
regin,CRI,Asia,2022 May,3781
regin,CRI,Argentina,2022 May,1705
regin,CRI,Other Americas,2022 May,3749
regin,CRI,Oceania,2022 May,658
regin,CRI,Brazil,2022 May,1458
regin,CRI,Canada,2022 May,10677
regin,CRI,Colombia,2022 May,2880
regin,CRI,Cuba,2022 May,72
regin,CRI,Dominican Republic,2022 May,349
regin,CRI,Ecuador,2022 May,394
regin,CRI,Guatemala,2022 May,4667
regin,CRI,Honduras,2022 May,2256
regin,CRI,Haiti,2022 May,41
regin,CRI,Mexico,2022 May,5499
regin,CRI,Nicaragua,2022 May,13012
regin,CRI,Panama,2022 May,5470
regin,CRI,El Salvador,2022 May,5328
regin,CRI,United States,2022 May,115321
regin,CRI,Bolivarian Republic of Venezuela,2022 May,675
regin,CRI,Asia,2022 Jun,3894
regin,CRI,Africa,2022 Jun,315
regin,CRI,Europe,2022 Jun,27046
regin,CRI,Argentina,2022 Jun,1887
regin,CRI,Other Americas,2022 Jun,3832
regin,CRI,Oceania,2022 Jun,639
regin,CRI,Brazil,2022 Jun,1576
regin,CRI,Canada,2022 Jun,7694
regin,CRI,Colombia,2022 Jun,3278
regin,CRI,Cuba,2022 Jun,132
regin,CRI,Dominican Republic,2022 Jun,415
regin,CRI,Ecuador,2022 Jun,531
regin,CRI,Guatemala,2022 Jun,5541
regin,CRI,Honduras,2022 Jun,2489
regin,CRI,Haiti,2022 Jun,76
regin,CRI,Mexico,2022 Jun,5602
regin,CRI,Nicaragua,2022 Jun,16645
regin,CRI,Panama,2022 Jun,7308
regin,CRI,El Salvador,2022 Jun,5149
regin,CRI,United States,2022 Jun,148468
regin,CRI,Bolivarian Republic of Venezuela,2022 Jun,675
regin,CRI,Africa,2022 Jul,298
regin,CRI,Europe,2022 Jul,48880
regin,CRI,Asia,2022 Jul,4569
regin,CRI,Argentina,2022 Jul,2168
regin,CRI,Other Americas,2022 Jul,4908
regin,CRI,Oceania,2022 Jul,621
regin,CRI,Brazil,2022 Jul,1472
regin,CRI,Canada,2022 Jul,9748
regin,CRI,Colombia,2022 Jul,3454
regin,CRI,Cuba,2022 Jul,125
regin,CRI,Dominican Republic,2022 Jul,345
regin,CRI,Ecuador,2022 Jul,494
regin,CRI,Guatemala,2022 Jul,4799
regin,CRI,Honduras,2022 Jul,2769
regin,CRI,Haiti,2022 Jul,31
regin,CRI,Mexico,2022 Jul,6727
regin,CRI,Nicaragua,2022 Jul,21819
regin,CRI,Panama,2022 Jul,4933
regin,CRI,El Salvador,2022 Jul,5003
regin,CRI,United States,2022 Jul,145513
regin,CRI,Bolivarian Republic of Venezuela,2022 Jul,810
regin,CRI,Asia,2022 Aug,4400
regin,CRI,Africa,2022 Aug,420
regin,CRI,Europe,2022 Aug,42666
regin,CRI,Argentina,2022 Aug,2004
regin,CRI,Other Americas,2022 Aug,4370
regin,CRI,Oceania,2022 Aug,839
regin,CRI,Brazil,2022 Aug,1496
regin,CRI,Canada,2022 Aug,9286
regin,CRI,Colombia,2022 Aug,3133
regin,CRI,Cuba,2022 Aug,103
regin,CRI,Dominican Republic,2022 Aug,396
regin,CRI,Ecuador,2022 Aug,504
regin,CRI,Guatemala,2022 Aug,5035
regin,CRI,Honduras,2022 Aug,2378
regin,CRI,Haiti,2022 Aug,35
regin,CRI,Mexico,2022 Aug,6678
regin,CRI,Nicaragua,2022 Aug,20371
regin,CRI,Panama,2022 Aug,6591
regin,CRI,El Salvador,2022 Aug,5412
regin,CRI,United States,2022 Aug,106657
regin,CRI,Bolivarian Republic of Venezuela,2022 Aug,796
regin,CRI,Asia,2022 Sep,4002
regin,CRI,Africa,2022 Sep,314
regin,CRI,Europe,2022 Sep,25003
regin,CRI,Argentina,2022 Sep,1735
regin,CRI,Other Americas,2022 Sep,3765
regin,CRI,Oceania,2022 Sep,606
regin,CRI,Brazil,2022 Sep,1400
regin,CRI,Canada,2022 Sep,5772
regin,CRI,Colombia,2022 Sep,3060
regin,CRI,Cuba,2022 Sep,115
regin,CRI,Dominican Republic,2022 Sep,364
regin,CRI,Ecuador,2022 Sep,513
regin,CRI,Guatemala,2022 Sep,5173
regin,CRI,Honduras,2022 Sep,2683
regin,CRI,Haiti,2022 Sep,29
regin,CRI,Mexico,2022 Sep,5725
regin,CRI,Nicaragua,2022 Sep,22078
regin,CRI,Panama,2022 Sep,8083
regin,CRI,El Salvador,2022 Sep,5104
regin,CRI,United States,2022 Sep,67153
regin,CRI,Bolivarian Republic of Venezuela,2022 Sep,789
regin,CRI,Africa,2022 Oct,275
regin,CRI,Europe,2022 Oct,29954
regin,CRI,Asia,2022 Oct,3368
regin,CRI,Argentina,2022 Oct,1996
regin,CRI,Other Americas,2022 Oct,4423
regin,CRI,Oceania,2022 Oct,748
regin,CRI,Brazil,2022 Oct,1385
regin,CRI,Canada,2022 Oct,9660
regin,CRI,Colombia,2022 Oct,3368
regin,CRI,Cuba,2022 Oct,175
regin,CRI,Dominican Republic,2022 Oct,438
regin,CRI,Ecuador,2022 Oct,490
regin,CRI,Guatemala,2022 Oct,5961
regin,CRI,Honduras,2022 Oct,3233
regin,CRI,Haiti,2022 Oct,45
regin,CRI,Mexico,2022 Oct,5576
regin,CRI,Nicaragua,2022 Oct,22013
regin,CRI,Panama,2022 Oct,9529
regin,CRI,El Salvador,2022 Oct,5200
regin,CRI,United States,2022 Oct,73673
regin,CRI,Bolivarian Republic of Venezuela,2022 Oct,885
regin,CRI,Europe,2022 Nov,46704
regin,CRI,Asia,2022 Nov,4101
regin,CRI,Argentina,2022 Nov,2303
regin,CRI,Other Americas,2022 Nov,4387
regin,CRI,Oceania,2022 Nov,902
regin,CRI,Africa,2022 Nov,372
regin,CRI,Brazil,2022 Nov,1900
regin,CRI,Canada,2022 Nov,23508
regin,CRI,Colombia,2022 Nov,3759
regin,CRI,Cuba,2022 Nov,189
regin,CRI,Dominican Republic,2022 Nov,618
regin,CRI,Ecuador,2022 Nov,547
regin,CRI,Guatemala,2022 Nov,6034
regin,CRI,Honduras,2022 Nov,2934
regin,CRI,Haiti,2022 Nov,20
regin,CRI,Mexico,2022 Nov,6418
regin,CRI,Nicaragua,2022 Nov,22004
regin,CRI,Panama,2022 Nov,10987
regin,CRI,El Salvador,2022 Nov,5320
regin,CRI,United States,2022 Nov,108583
regin,CRI,Bolivarian Republic of Venezuela,2022 Nov,847
regin,CRI,Asia,2022 Dec,6052
regin,CRI,Africa,2022 Dec,415
regin,CRI,Europe,2022 Dec,52938
regin,CRI,Argentina,2022 Dec,2654
regin,CRI,Other Americas,2022 Dec,4465
regin,CRI,Oceania,2022 Dec,1257
regin,CRI,Brazil,2022 Dec,2141
regin,CRI,Canada,2022 Dec,33713
regin,CRI,Colombia,2022 Dec,3417
regin,CRI,Cuba,2022 Dec,129
regin,CRI,Dominican Republic,2022 Dec,381
regin,CRI,Ecuador,2022 Dec,400
regin,CRI,Guatemala,2022 Dec,5996
regin,CRI,Honduras,2022 Dec,3374
regin,CRI,Haiti,2022 Dec,32
regin,CRI,Mexico,2022 Dec,7508
regin,CRI,Nicaragua,2022 Dec,27669
regin,CRI,Panama,2022 Dec,10647
regin,CRI,El Salvador,2022 Dec,6504
regin,CRI,United States,2022 Dec,144349
regin,CRI,Bolivarian Republic of Venezuela,2022 Dec,838
regin,CRI,Asia,2023 Jan,5084
regin,CRI,Africa,2023 Jan,465
regin,CRI,Europe,2023 Jan,59661
regin,CRI,Argentina,2023 Jan,3947
regin,CRI,Other Americas,2023 Jan,5464
regin,CRI,Oceania,2023 Jan,1276
regin,CRI,Brazil,2023 Jan,2318
regin,CRI,Canada,2023 Jan,44464
regin,CRI,Colombia,2023 Jan,4053
regin,CRI,Cuba,2023 Jan,139
regin,CRI,Dominican Republic,2023 Jan,489
regin,CRI,Ecuador,2023 Jan,522
regin,CRI,Guatemala,2023 Jan,5302
regin,CRI,Honduras,2023 Jan,3228
regin,CRI,Haiti,2023 Jan,20
regin,CRI,Mexico,2023 Jan,6258
regin,CRI,Nicaragua,2023 Jan,39901
regin,CRI,Panama,2023 Jan,10766
regin,CRI,El Salvador,2023 Jan,5671
regin,CRI,United States,2023 Jan,143993
regin,CRI,Bolivarian Republic of Venezuela,2023 Jan,1056
regin,CRI,Asia,2023 Feb,4827
regin,CRI,Europe,2023 Feb,60843
regin,CRI,Argentina,2023 Feb,3226
regin,CRI,Other Americas,2023 Feb,5946
regin,CRI,Oceania,2023 Feb,958
regin,CRI,Africa,2023 Feb,367
regin,CRI,Brazil,2023 Feb,2050
regin,CRI,Canada,2023 Feb,41453
regin,CRI,Colombia,2023 Feb,3036
regin,CRI,Cuba,2023 Feb,145
regin,CRI,Dominican Republic,2023 Feb,407
regin,CRI,Ecuador,2023 Feb,447
regin,CRI,Guatemala,2023 Feb,5534
regin,CRI,Honduras,2023 Feb,2724
regin,CRI,Haiti,2023 Feb,23
regin,CRI,Mexico,2023 Feb,6356
regin,CRI,Nicaragua,2023 Feb,21431
regin,CRI,Panama,2023 Feb,9125
regin,CRI,El Salvador,2023 Feb,5159
regin,CRI,United States,2023 Feb,146874
regin,CRI,Bolivarian Republic of Venezuela,2023 Feb,827
regin,CRI,Asia,2023 Mar,6375
regin,CRI,Europe,2023 Mar,57292
regin,CRI,Argentina,2023 Mar,3051
regin,CRI,Other Americas,2023 Mar,5160
regin,CRI,Oceania,2023 Mar,1097
regin,CRI,Africa,2023 Mar,538
regin,CRI,Brazil,2023 Mar,2123
regin,CRI,Canada,2023 Mar,39697
regin,CRI,Colombia,2023 Mar,3517
regin,CRI,Cuba,2023 Mar,168
regin,CRI,Dominican Republic,2023 Mar,531
regin,CRI,Ecuador,2023 Mar,594
regin,CRI,Guatemala,2023 Mar,5298
regin,CRI,Honduras,2023 Mar,2549
regin,CRI,Haiti,2023 Mar,34
regin,CRI,Mexico,2023 Mar,7171
regin,CRI,Nicaragua,2023 Mar,20683
regin,CRI,Panama,2023 Mar,6946
regin,CRI,El Salvador,2023 Mar,5083
regin,CRI,United States,2023 Mar,169629
regin,CRI,Bolivarian Republic of Venezuela,2023 Mar,753
regin,CRI,Asia,2023 Apr,5408
regin,CRI,Africa,2023 Apr,395
regin,CRI,Europe,2023 Apr,47767
regin,CRI,Argentina,2023 Apr,2860
regin,CRI,Other Americas,2023 Apr,4899
regin,CRI,Oceania,2023 Apr,1245
regin,CRI,Brazil,2023 Apr,2113
regin,CRI,Canada,2023 Apr,24996
regin,CRI,Colombia,2023 Apr,3481
regin,CRI,Cuba,2023 Apr,154
regin,CRI,Dominican Republic,2023 Apr,449
regin,CRI,Ecuador,2023 Apr,568
regin,CRI,Guatemala,2023 Apr,5886
regin,CRI,Honduras,2023 Apr,3609
regin,CRI,Haiti,2023 Apr,24
regin,CRI,Mexico,2023 Apr,8777
regin,CRI,Nicaragua,2023 Apr,26686
regin,CRI,Panama,2023 Apr,7391
regin,CRI,El Salvador,2023 Apr,5885
regin,CRI,United States,2023 Apr,132886
regin,CRI,Bolivarian Republic of Venezuela,2023 Apr,794
regin,CRI,Asia,2023 May,4786
regin,CRI,Africa,2023 May,467
regin,CRI,Europe,2023 May,27350
regin,CRI,Argentina,2023 May,2756
regin,CRI,Other Americas,2023 May,4194
regin,CRI,Oceania,2023 May,1113
regin,CRI,Brazil,2023 May,2108
regin,CRI,Canada,2023 May,11766
regin,CRI,Colombia,2023 May,3511
regin,CRI,Cuba,2023 May,164
regin,CRI,Dominican Republic,2023 May,470
regin,CRI,Ecuador,2023 May,507
regin,CRI,Guatemala,2023 May,5782
regin,CRI,Honduras,2023 May,2263
regin,CRI,Haiti,2023 May,31
regin,CRI,Mexico,2023 May,7297
regin,CRI,Nicaragua,2023 May,20489
regin,CRI,Panama,2023 May,6781
regin,CRI,El Salvador,2023 May,5774
regin,CRI,United States,2023 May,122449
regin,CRI,Bolivarian Republic of Venezuela,2023 May,845
regin,CRI,Asia,2023 Jun,4913
regin,CRI,Africa,2023 Jun,453
regin,CRI,Europe,2023 Jun,25940
regin,CRI,Argentina,2023 Jun,2230
regin,CRI,Other Americas,2023 Jun,4227
regin,CRI,Oceania,2023 Jun,1068
regin,CRI,Brazil,2023 Jun,2057
regin,CRI,Canada,2023 Jun,8992
regin,CRI,Colombia,2023 Jun,3678
regin,CRI,Cuba,2023 Jun,163
regin,CRI,Dominican Republic,2023 Jun,556
regin,CRI,Ecuador,2023 Jun,523
regin,CRI,Guatemala,2023 Jun,6211
regin,CRI,Honduras,2023 Jun,2514
regin,CRI,Haiti,2023 Jun,36
regin,CRI,Mexico,2023 Jun,8054
regin,CRI,Nicaragua,2023 Jun,21752
regin,CRI,Panama,2023 Jun,8042
regin,CRI,El Salvador,2023 Jun,5535
regin,CRI,United States,2023 Jun,159402
regin,CRI,Bolivarian Republic of Venezuela,2023 Jun,828
regin,CRI,Europe,2023 Jul,48325
regin,CRI,Asia,2023 Jul,4946
regin,CRI,Argentina,2023 Jul,2857
regin,CRI,Other Americas,2023 Jul,5413
regin,CRI,Oceania,2023 Jul,1123
regin,CRI,Africa,2023 Jul,336
regin,CRI,Brazil,2023 Jul,1939
regin,CRI,Canada,2023 Jul,11627
regin,CRI,Colombia,2023 Jul,3839
regin,CRI,Cuba,2023 Jul,155
regin,CRI,Dominican Republic,2023 Jul,482
regin,CRI,Ecuador,2023 Jul,573
regin,CRI,Guatemala,2023 Jul,5555
regin,CRI,Honduras,2023 Jul,3389
regin,CRI,Haiti,2023 Jul,63
regin,CRI,Mexico,2023 Jul,10766
regin,CRI,Nicaragua,2023 Jul,26046
regin,CRI,Panama,2023 Jul,7765
regin,CRI,El Salvador,2023 Jul,6159
regin,CRI,United States,2023 Jul,155552
regin,CRI,Bolivarian Republic of Venezuela,2023 Jul,1037
regin,CRI,Unknown,2023 Jul,2
regin,CRI,Asia,2023 Aug,4659
regin,CRI,Africa,2023 Aug,367
regin,CRI,Europe,2023 Aug,42789
regin,CRI,Argentina,2023 Aug,2506
regin,CRI,Other Americas,2023 Aug,4559
regin,CRI,Oceania,2023 Aug,902
regin,CRI,Brazil,2023 Aug,1783
regin,CRI,Canada,2023 Aug,10113
regin,CRI,Colombia,2023 Aug,3790
regin,CRI,Cuba,2023 Aug,150
regin,CRI,Dominican Republic,2023 Aug,622
regin,CRI,Ecuador,2023 Aug,648
regin,CRI,Guatemala,2023 Aug,6139
regin,CRI,Honduras,2023 Aug,2730
regin,CRI,Haiti,2023 Aug,58
regin,CRI,Mexico,2023 Aug,9863
regin,CRI,Nicaragua,2023 Aug,22048
regin,CRI,Panama,2023 Aug,8465
regin,CRI,El Salvador,2023 Aug,6540
regin,CRI,United States,2023 Aug,114764
regin,CRI,Bolivarian Republic of Venezuela,2023 Aug,928
regin,CRI,Asia,2023 Sep,4256
regin,CRI,Africa,2023 Sep,296
regin,CRI,Europe,2023 Sep,24823
regin,CRI,Argentina,2023 Sep,1967
regin,CRI,Other Americas,2023 Sep,3768
regin,CRI,Oceania,2023 Sep,776
regin,CRI,Brazil,2023 Sep,1640
regin,CRI,Canada,2023 Sep,6576
regin,CRI,Colombia,2023 Sep,3346
regin,CRI,Cuba,2023 Sep,168
regin,CRI,Dominican Republic,2023 Sep,510
regin,CRI,Ecuador,2023 Sep,650
regin,CRI,Guatemala,2023 Sep,5991
regin,CRI,Honduras,2023 Sep,2894
regin,CRI,Haiti,2023 Sep,22
regin,CRI,Mexico,2023 Sep,7905
regin,CRI,Nicaragua,2023 Sep,23646
regin,CRI,Panama,2023 Sep,11159
regin,CRI,El Salvador,2023 Sep,5889
regin,CRI,United States,2023 Sep,72362
regin,CRI,Bolivarian Republic of Venezuela,2023 Sep,974
regin,CRI,Unknown,2023 Sep,0
regin,CRI,Asia,2023 Oct,3786
regin,CRI,Europe,2023 Oct,31437
regin,CRI,Argentina,2023 Oct,2138
regin,CRI,Other Americas,2023 Oct,4562
regin,CRI,Oceania,2023 Oct,986
regin,CRI,Africa,2023 Oct,325
regin,CRI,Brazil,2023 Oct,1865
regin,CRI,Canada,2023 Oct,10979
regin,CRI,Colombia,2023 Oct,4000
regin,CRI,Cuba,2023 Oct,145
regin,CRI,Dominican Republic,2023 Oct,527
regin,CRI,Ecuador,2023 Oct,635
regin,CRI,Guatemala,2023 Oct,6173
regin,CRI,Honduras,2023 Oct,2872
regin,CRI,Haiti,2023 Oct,22
regin,CRI,Mexico,2023 Oct,7550
regin,CRI,Nicaragua,2023 Oct,23104
regin,CRI,Panama,2023 Oct,9659
regin,CRI,El Salvador,2023 Oct,6115
regin,CRI,United States,2023 Oct,79906
regin,CRI,Bolivarian Republic of Venezuela,2023 Oct,985
regin,CRI,Asia,2023 Nov,5062
regin,CRI,Africa,2023 Nov,474
regin,CRI,Europe,2023 Nov,49273
regin,CRI,Argentina,2023 Nov,2447
regin,CRI,Other Americas,2023 Nov,4385
regin,CRI,Oceania,2023 Nov,1203
regin,CRI,Brazil,2023 Nov,2048
regin,CRI,Canada,2023 Nov,29972
regin,CRI,Colombia,2023 Nov,3773
regin,CRI,Cuba,2023 Nov,149
regin,CRI,Dominican Republic,2023 Nov,566
regin,CRI,Ecuador,2023 Nov,658
regin,CRI,Guatemala,2023 Nov,7320
regin,CRI,Honduras,2023 Nov,1973
regin,CRI,Haiti,2023 Nov,50
regin,CRI,Mexico,2023 Nov,8853
regin,CRI,Nicaragua,2023 Nov,21082
regin,CRI,Panama,2023 Nov,6357
regin,CRI,El Salvador,2023 Nov,5637
regin,CRI,United States,2023 Nov,124274
regin,CRI,Bolivarian Republic of Venezuela,2023 Nov,974
regin,CRI,Asia,2023 Dec,7563
regin,CRI,Africa,2023 Dec,524
regin,CRI,Europe,2023 Dec,56432
regin,CRI,Argentina,2023 Dec,2957
regin,CRI,Other Americas,2023 Dec,4325
regin,CRI,Oceania,2023 Dec,1474
regin,CRI,Brazil,2023 Dec,2537
regin,CRI,Canada,2023 Dec,41373
regin,CRI,Colombia,2023 Dec,3831
regin,CRI,Cuba,2023 Dec,147
regin,CRI,Dominican Republic,2023 Dec,434
regin,CRI,Ecuador,2023 Dec,732
regin,CRI,Guatemala,2023 Dec,7441
regin,CRI,Honduras,2023 Dec,2807
regin,CRI,Haiti,2023 Dec,25
regin,CRI,Mexico,2023 Dec,9738
regin,CRI,Nicaragua,2023 Dec,29533
regin,CRI,Panama,2023 Dec,11160
regin,CRI,El Salvador,2023 Dec,6893
regin,CRI,United States,2023 Dec,176976
regin,CRI,Bolivarian Republic of Venezuela,2023 Dec,1011
regin,CRI,Unknown,2023 Dec,0
regin,ECU,Asia,2022 Jan,1265
regin,ECU,Europe,2022 Jan,15979
regin,ECU,Africa,2022 Jan,88
regin,ECU,Other Americas,2022 Jan,5280
regin,ECU,Argentina,2022 Jan,1131
regin,ECU,Oceania,2022 Jan,106
regin,ECU,Brazil,2022 Jan,795
regin,ECU,Canada,2022 Jan,1580
regin,ECU,Colombia,2022 Jan,10365
regin,ECU,Cuba,2022 Jan,780
regin,ECU,El Salvador,2022 Jan,183
regin,ECU,United States,2022 Jan,22527
regin,ECU,Guatemala,2022 Jan,195
regin,ECU,Haiti,2022 Jan,17
regin,ECU,Honduras,2022 Jan,119
regin,ECU,Mexico,2022 Jan,1230
regin,ECU,Nicaragua,2022 Jan,93
regin,ECU,Panama,2022 Jan,829
regin,ECU,Dominican Republic,2022 Jan,297
regin,ECU,Bolivarian Republic of Venezuela,2022 Jan,1972
regin,ECU,Asia,2022 Feb,1340
regin,ECU,Europe,2022 Feb,16923
regin,ECU,Africa,2022 Feb,89
